action_id,action_label,source,frame_id,time_sec,pose_ok,feature_ok,mean_keypoint_conf,low_keypoint_count,hip_center_x,hip_center_y,shoulder_width,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle
A003,walk_turn_walk,walk_turn_walk.mp4,20,0.8,1,1,0.9768,0,481.1038,246.1392,59.4792,0.042009,-2.215356,0.155484,-2.327249,-0.063103,-2.320912,0.354632,-2.261377,-0.173841,-2.234336,0.62389,-1.578442,-0.37596,-1.561112,0.782637,-0.7375,-0.714396,-0.776987,0.73775,-0.033833,-0.799749,-0.107451,0.330256,0.006946,-0.330256,-0.006946,0.291267,1.158976,-0.554505,1.159559,0.177445,2.279739,-0.649677,2.31066,165.6599,163.919415,176.139533,173.844605
A003,walk_turn_walk,walk_turn_walk.mp4,21,0.84,1,1,0.9746,0,481.0392,245.5331,59.6487,0.011389,-2.192698,0.133547,-2.302908,-0.086679,-2.301525,0.352609,-2.235798,-0.176197,-2.219704,0.629559,-1.55267,-0.370397,-1.543227,0.790296,-0.715296,-0.686688,-0.770927,0.722588,-0.028498,-0.784758,-0.11629,0.328768,0.009929,-0.328768,-0.009929,0.284066,1.146376,-0.531936,1.13493,0.181973,2.249768,-0.573168,2.256823,163.503718,166.248783,176.966167,172.041768
A003,walk_turn_walk,walk_turn_walk.mp4,22,0.88,1,1,0.972,0,481.5034,244.595,60.8814,-0.035569,-2.130316,0.088203,-2.238504,-0.125947,-2.239671,0.32408,-2.179441,-0.191437,-2.169502,0.616582,-1.520834,-0.383276,-1.504028,0.782792,-0.703074,-0.686433,-0.725778,0.680796,0.007781,-0.776282,-0.08054,0.328744,0.011426,-0.328744,-0.011426,0.282657,1.131892,-0.526642,1.113449,0.170884,2.222784,-0.560648,2.205237,160.345877,166.644665,176.5052,171.806141
A003,walk_turn_walk,walk_turn_walk.mp4,23,0.92,1,1,0.9682,0,481.4539,244.535,60.5785,-0.068245,-2.128158,0.052672,-2.23976,-0.154639,-2.237676,0.306345,-2.197282,-0.198623,-2.179887,0.622973,-1.534229,-0.376904,-1.518534,0.782468,-0.702299,-0.683428,-0.741687,0.662317,0.012309,-0.77813,-0.088582,0.327661,0.01206,-0.327661,-0.01206,0.283733,1.133808,-0.505229,1.117167,0.173086,2.219262,-0.523061,2.212238,159.602975,166.717571,176.422205,171.996534
A003,walk_turn_walk,walk_turn_walk.mp4,24,0.96,1,1,0.964,0,481.1573,245.2428,60.3065,-0.101932,-2.14943,0.022794,-2.260322,-0.182725,-2.259892,0.29048,-2.213319,-0.212529,-2.201438,0.614492,-1.545904,-0.385425,-1.533054,0.77043,-0.704537,-0.674004,-0.749858,0.638881,0.017151,-0.781294,-0.094823,0.328129,0.012893,-0.328128,-0.012893,0.29062,1.139131,-0.49812,1.119392,0.190812,2.228184,-0.495545,2.209184,159.169561,169.075115,176.671098,171.326445
A003,walk_turn_walk,walk_turn_walk.mp4,25,1.0,1,1,0.9588,1,480.7399,245.0757,59.781,-0.138474,-2.165996,-0.014487,-2.274681,-0.210095,-2.274333,0.265864,-2.228413,-0.218885,-2.218036,0.606907,-1.559288,-0.392995,-1.545295,0.771651,-0.707423,-0.66216,-0.755741,0.602719,0.014312,-0.77598,-0.098257,0.32508,0.013383,-0.32508,-0.013383,0.273006,1.153522,-0.46645,1.129332,0.180608,2.238164,-0.407667,2.203634,155.880853,170.99669,177.74597,169.815608
A003,walk_turn_walk,walk_turn_walk.mp4,26,1.04,1,1,0.9569,1,480.1447,245.0933,58.5659,-0.176011,-2.205267,-0.055935,-2.316791,-0.246288,-2.310322,0.233576,-2.278475,-0.241161,-2.254014,0.597956,-1.60201,-0.401582,-1.571623,0.768982,-0.729932,-0.654642,-0.76356,0.573064,0.010893,-0.780938,-0.092929,0.324539,0.010339,-0.324539,-0.010339,0.285387,1.158697,-0.443202,1.143692,0.208409,2.223285,-0.361364,2.201564,154.091064,173.276404,177.816898,169.705582
A003,walk_turn_walk,walk_turn_walk.mp4,27,1.08,1,1,0.9485,1,478.906,245.6887,57.8954,-0.21191,-2.235766,-0.089185,-2.342932,-0.264797,-2.34238,0.226647,-2.303379,-0.223021,-2.295718,0.601173,-1.624167,-0.398695,-1.607897,0.762925,-0.723209,-0.642133,-0.778752,0.540451,0.035921,-0.779747,-0.097382,0.324928,0.013922,-0.324928,-0.013921,0.303442,1.158516,-0.42624,1.13063,0.232142,2.209844,-0.313529,2.151093,153.487947,175.055849,177.195647,168.638677
A003,walk_turn_walk,walk_turn_walk.mp4,28,1.12,1,1,0.9437,1,476.5464,246.6893,57.3518,-0.222815,-2.276511,-0.100467,-2.384715,-0.268208,-2.381853,0.227625,-2.340236,-0.205577,-2.329791,0.619232,-1.644693,-0.380735,-1.636564,0.796671,-0.725091,-0.608227,-0.809152,0.528355,-0.006412,-0.747185,-0.149685,0.32399,0.01709,-0.323991,-0.01709,0.305987,1.173106,-0.402086,1.134881,0.261368,2.25317,-0.247278,2.186489,148.605965,176.525484,178.526474,167.747323
A003,walk_turn_walk,walk_turn_walk.mp4,29,1.16,1,1,0.9411,1,474.7516,246.2888,56.5084,-0.248218,-2.28896,-0.127174,-2.402769,-0.293502,-2.398782,0.218847,-2.378152,-0.219221,-2.362886,0.624964,-1.677974,-0.374743,-1.653806,0.802799,-0.744872,-0.58078,-0.79488,0.528105,-0.034211,-0.742503,-0.141476,0.325193,0.013811,-0.325194,-0.01381,0.330696,1.177191,-0.381303,1.151389,0.300879,2.274414,-0.214486,2.217806,148.076604,179.587406,178.172437,168.352464
